latitude,longitude,Order,Category,name,City,Address,latitude,longitude,Website,Contact,Email,Description
17.149459,48.172062,13,Послуги для осіб з обмеженими можливостями,Slovenské hemofilické združenie,Slovakia,"Antolská 11, 851 07 Bratislava",17.149459,48.172062,"www.shz.sk, https://www.facebook.com/Slovenské-hemofilické-združenie-215047991847203",421907615270,shz@shz.sk,"Словацька асоціація гемофілії через Європейський консорціум гемофілії отримала запит на допомогу хворим від Української асоціації гемофілії, які змушені покинути свою країну через війну. Зокрема, йдеться про допомогу в перенесенні більшого об’єму концентратів фактора згортання через кордон, допомога з орієнтацією в системі охорони здоров’я для іноземців, допомога з орієнтацією в охороні здоров’я пацієнтам з вродженими порушеннями згортання крові.

Для спілкування англійською мовою, щодо інформації про медичне обслуговування звертайтеся:

Лікар Мартін Седміна, гематолог, віце-президент Словацької асоціації гемофілії.

+421907615270 (WhatsApp і Viber в тому числі)

Для спілкування російською мовою:

Інженер Ярослав Яновец, голова Словацької асоціації гемофілії

+421905241353

САГ також надає допомогу в переміщенні через кордон більшого обсягу концентратів факторів згортання крові, допомогу в орієнтації в системі охорони здоров’я для іноземців, допомогу з орієнтацією в охороні здоров’я для пацієнтів з вродженими порушеннями згортання крові. "
17.595442,48.37815,20,Послуги для осіб з обмеженими можливостями,Únia nevidiacich a slabozrakých Slovenska,Trnava,"Trhová 2, 917 01 Trnava",17.595442,48.37815,www.unss.sk ,421911496639,unss.trnava@unss.sk,"Союз сліпих та слабозорих Словаччини висловлює солідарність з Україною Він також висловлює підтримку Українській асоціації сліпих
The Ukrainian Association of the Blind) і подає руку допомоги своїм людям із вадами зору, які перебувають на території Словацької Республіки.
"
17.164413,48.14104,19,Послуги для осіб з обмеженими можливостями,Únia nevidiacich a slabozrakých Slovenska,Bratislava,"Sekulská 1, 841 04 Bratislava",17.164413,48.14104,www.unss.sk ,421905477973,unss@unss.sk,"Союз сліпих та слабозорих Словаччини висловлює солідарність з Україною Він також висловлює підтримку Українській асоціації сліпих
The Ukrainian Association of the Blind) і подає руку допомоги своїм людям із вадами зору, які перебувають на території Словацької Республіки."
19.142908,48.571429,38,Послуги для осіб з обмеженими можливостями,Regionálne centrum autizmu,Zvolen,"Moyzesova č. 50, Zvolen 960 01",19.142908,48.571429,https://www.symbia.sk/,421907321527,ddadsszv.symbia@gmail.com,Комплексні соціально-медично-педагогічні послуги для дітей та молоді з аутизмом.
17.155614,48.157683,14,Послуги для осіб з обмеженими можливостями,Асоціація хворих на лімфому та лейкемію Словаччини,Slovakia,"Prešovská 346/39, Bratislava 821 08",17.155614,48.157683,https://lymfom.sk/onkohelp-ukrajina/,421907549844,manazment@lyl.sk,"Асоціація хворих на лімфому та лейкемію Словаччини створила веб-сайт українською мовою для українських онкохворих та їхніх родичів, які перетнули кордони Словаччини та шукають допомоги у сфері онкологічної допомоги.  Працівники збирають важливу інформацію, надають контакти та особливо намагаються надати необхідну допомогу у співпраці з іншими організаціями та урядом Словацької Республіки."
17.811438,48.421038,18,Послуги для осіб з обмеженими можливостями,Slovenský zväz posunkujúcich,Slovakia,"Opoj 9, 919 32 Opoj",17.811438,48.421038,www.facebook.com/slovenskyzvazposunkujucich ,421944562234,deaf.vybor@gmail.com," У зв’язку з подіями в Україні в рамках Словацької асоціації глухонімих було створено Кризову команду CAГН – Україна. Це означає, що якщо хтось із українців, які перетинають кордон або знаходяться на кордоні зі Словацькою Республікою, потребують допомоги, вони можуть звернутися до Словацької асоціації глухонімих, whatsap: +421944562234 або e-mail: deaf.vybor@gmail.com, де вони також надається онлайн інформація за допомогою відеодзвінка. Згодом команда зробить всю необхідну логістику та подальшу допомогу, яку потребуватимуть укранські громадяни.
Посилання за дотичною темою:
• https://www.facebook.com/slovenskyzvazposunkujucich"
17.132617,48.142797,40,Послуги для осіб з обмеженими можливостями,Асоціація Синдрому Вільямса,Slovakia,"Urbánkova 15, Bratislava 1, 81104",17.132617,48.142797,http://www.spolws.sk/,"+421 252 495 387, +421 911 170 180",msmizansky@gmail.com,Він об’єднує людей із синдромом Вільямса-Бойера.
17.113748,48.14145,29,Послуги для осіб з обмеженими можливостями,Spoločnosť Downovho syndrómu,Slovakia,"Tallerova 4, 811 02 Bratislava",17.113748,48.14145,http://downovsyndrom.sk/v16/node/2426,+421 903 634 396 ,ds@downovsyndrom.sk,"овариство синдрому Дауна Словаччини
Актуальна допомога – допомога з поселенням сімей з дитиною/членом з ДС у сім’ях в Словаччині. Йдеться про приватне житло в межах можливостей членів нашої ТСД.

Потенційна допомога протягом року – можливість брати участь у наших заходах.

Довгострокова допомога – надання контактів лікарів, клініки для осіб з ДС, контакти членів нашого товариства, які проживають поблизу притулку для біженців, де перебувають сім’ї з дітьми з синдромом Дауна. Довгострокова допомога – надавати необхідну інформацію в будь-якій сфері життя сім’ї з дитиною з синдромом Дауна у Словаччині – якщо знаємо, відповімо чи направимо, допоможемо з’ясувати. "
17.120926,48.152058,8,Послуги для осіб з обмеженими можливостями,Občianske združenie Downow syndróm,Slovakia,"Riazanská 664/59, 831 03 Bratislava-Nové Mesto",17.120926,48.152058,"https://downovsyndrom.org/, https://www.facebook.com/groups/333612061757567",+421 905 564 120,oz@downovsyndrom.org,"ГО – це команда людей, які прагнуть створити сильну спільноту навколо сімей з синдромом Дауна. Після нападу Росії на Україну піднялася хвиля міграції. До Словаччини приїжджають  сотні українських сімей, переважно матерів з дітьми. Війни  Навіть не в змозі уникнути ані люди з обмеженими можливостями.
Тому наше громадське об’єднання готове допомогти сім’ям та людям з синдромом Дауна з України."
17.090768,48.140788,16,Послуги для осіб з обмеженими можливостями,Центр аутизму Andreas n.o.,Bratislava,"Galandova 7, Bratislava",17.090768,48.140788,www.andreas.sk ,+421 915 868 940,nakladalova@andreas.sk ,"Центр аутизму Андреас® н.о. – неурядова організація загальнонаціонального масштабу, заснована у 2001 році з метою надання суспільно корисних послуг у сфері соціальної допомоги та гуманітарної допомоги виключно для осіб з аутистичним синдромом. Центр надає свої послуги шляхом соціальної профілактики, соціального консультування, навчання в спеціальній початковій школі з дитячим садком та організовує навчальні заходи для фахівців. Центр аутизму Andreas n.o. надаватиме поради, первинне консультування та терапію в межах своїх можливостей.
Контакти: akladalova@andreas.sk
Посилання за дотичною темою:
• https://www.facebook.com/autisticke.centrum.andreas
• https://www.andreas.sk/
"
19.150758,48.735701,47,Послуги для осіб з обмеженими можливостями,Світло надії/Light of Hope,Banská Bystrica,"Nám. L. Svobodu 4, 974 09 Banská Bystrica",19.150758,48.735701,https://www.svetielkonadeje.sk/?gclid=Cj0KCQjww4-hBhCtARIsAC9gR3Zw5pbBzZ4531DwbeuQEHqS1DOYiObxUft8TRy66q4SIogTz8U3ruUaAsS-EALw_wcB,+421 908 073 073,office@svetielkonadeje.sk,"Громадське об’єднання, спрямоване на покращення та підвищення якості життя дітей та підлітків, хворих на онкологічні та інші тяжкі захворювання, та їх сімей."
17.108153,48.16063,108,психологічна допомога,Лінія дитячої впевненості,Bratislava,"Na vŕšku 338/6, Bratislava",17.108153,48.16063,www.ldi.sk,116111,info@ldi.sk," Підтримка та охорона прав дітей та молоді, надання інформації, профілактика та кризова інтервенція, дистанційне психологічне та соціальне консультування, покращення душевного здоров´я та надання професійних консультицій спеціалістами."
17.400869,48.21717,77,психологічна допомога,Тененет Центр для дітей та родин,Senec,"Oravská 4, Senec",17.400869,48.21717,tenenet.sk,421220201111,info@tenenet.sk,"Це громадська організація, яка надає індивідуальну психосоціальну підтримку для сімей, включаючи дітей переселенців з України з обмеженими можливостями. Центри Tenenet також надають можливості для дозвілля дітей та молоді з обмеженими можливостями. "
19.146978,48.731331,80,психологічна допомога,Тененет Центр для дітей та родин,Banská Bystrica,"Námestie SNP 16, Banská Bystrica",19.146978,48.731331,tenenet.sk,421910054022,," Це громадська організація, яка надає індивідуальну психосоціальну підтримку для сімей, включаючи дітей переселенців з України з обмеженими можливостями. Центри Tenenet також надають можливості для дозвілля дітей та молоді з обмеженими можливостями. "
20.678477,49.30344,88,психологічна допомога,Тененет Центр для дітей та родин,Stará Ľubovňa,"Levočská 335/1, 064 01 Stará Ľubovňa",20.678477,49.30344,tenenet.sk,421910546002,," Це громадська організація, яка надає індивідуальну психосоціальну підтримку для сімей, включаючи дітей переселенців з України з обмеженими можливостями. Центри Tenenet також надають можливості для дозвілля дітей та молоді з обмеженими можливостями.."
21.911135,48.754001,78,психологічна допомога,Тененет Центр для дітей та родин,Michalovce,"CDR Jilemnického 13, 072 01 Michalovce",21.911135,48.754001,tenenet.sk,421910546009,info@tenenet.sk," Це громадська організація, яка надає індивідуальну психосоціальну підтримку для сімей, включаючи дітей переселенців з України з обмеженими можливостями. Центри Tenenet також надають можливості для дозвілля дітей та молоді з обмеженими можливостями. "
17.104709,48.154782,87,психологічна допомога,Тененет Центр для дітей та родин,Bratislava,"Bottova 6654/7, 811 09 Bratislava",17.104709,48.154782,tenenet.sk,421911054044,info@tenenet.sk,"Це громадська організація, яка надає індивідуальну психосоціальну підтримку для сімей, включаючи дітей переселенців з України з обмеженими можливостями. Центри Tenenet також надають можливості для дозвілля дітей та молоді з обмеженими можливостями."
17.13129,48.1533,45,психологічна допомога,Liga za duševné zdravie,Slovakia,"Sevčenkova 21, Bratislava 85102",17.13129,48.1533,https://dusevnezdravie.sk/,421918607212,dusevnezdravie@dusevnezdravie.sk,"Ліга за душевне здоров'я є неполітичним, благодійним, гуманітарним, непрофесійним, незалежним об'єднанням громадян та юридичних осіб, метою якого є активна підтримка душевного здоров'я. "
20.591662,48.94436,79,психологічна допомога,Тененет Центр для дітей та родин,Spišská Nová Ves,"Štefánikovo námestie 10, Spišská Nová Ves 05201",20.591662,48.94436,https://www.spisskanovaves.eu/hladam-info/pomoc-ukrajine/stab-pomoci-ukrajincom-v-spisskej-novej-vsi-співробітників-на-допомогу-українцям,421918694136,semancakova.olga@gmail.com,"Це громадська організація, яка надає індивідуальну психосоціальну підтримку для сімей, включаючи дітей переселенців з України з обмеженими можливостями. Центри Tenenet також надають можливості для дозвілля дітей та молоді з обмеженими можливостями."
18.741737,49.22553,86,психологічна допомога,Тененет Центр для дітей та родин,Žilina,"Štúrova 10, 010 01 Žilina",18.741737,49.22553,https://www.facebook.com/UAdomZA,421951870383,UAdomZA@gmail.com,"Це громадська організація, яка надає індивідуальну психосоціальну підтримку для сімей, включаючи дітей переселенців з України з обмеженими можливостями. Центри Tenenet також надають можливості для дозвілля дітей та молоді з обмеженими можливостями."
17.107939,48.146465,12,психологічна допомога,Клініка психічного здоров'я Calma,Bratislava,"Zochova 6-8, 811 03, Bratislava",17.107939,48.146465,"www.klinikacalma.sk, https://www.facebook.com/klinikadusevnehozdraviaCalma ",+421 2 210 123 10,veronika.mh@klinikacalma.sk ,"Клініка психічного здоров'я Calma пропонує сучасний догляд за психічним здоров'ям дорослих і дітей з підозрою на одну з порушень розвитку (PAS, ADHD, порушення навчання). ""Calma"" надає безкоштовну моральну підтримку дітям та дорослим, біженцям  з обмеженими можливостями, які знаходяться у Братиславській області. 
Контактна особа – спеціаліст: MUDr. Veronika Marcinčáková
"
17.094396,48.15032,11,психологічна допомога,Лінія допомоги Всеукраїнського інституту дитячої психології та патопсихології,,"Cyprichova 42, 831 53 Bratislava",17.094396,48.15032,"https://vudpap.sk/krizova-intervencia/, https://www.facebook.com/vudpap",+421 910 361 252,,"У зв’язку з нинішньою ситуацією та інформацією, які надходять до нас з України щодо психологічного виживання дітей, батьків та педагогів, НДІ дитячої психології та патопсихології налагодив телефонну підтримку батьків та педагогів (Понеділок-п'ятниця з 08:00 до 18:00, за номером +421 910 361 252 (SK)). Таким чином ми хочемо допомогти всім, хто перебуває в кризовому стані та має питання щодо психічного управління цією стресовою ситуацією. Насьогодні фахівці НДІ дитячої психології та патопсихології надають підтримку в кризовому втручанні та радять, як пояснити дітям ситуацію, що склалася.
"
17.124824,48.111086,28,психологічна допомога,Plamienok,Petržalka,"Zadunajská cesta 3685, Bratislava",17.124824,48.111086,www.plamienok.sk ,+421907 377 808,kovacikova@plamienok.sk,"це неприбуткова організація, яка є у Словаччині першопроходцем у розвитку паліативної/хоспісної допомоги та траурного консультування та терапії для дітей та їхніх сімей. Надає безкоштовне паліативне лікування та догляд важкохворим дорослим і дітям. Plamienok пропонує важкохворим дітям, які приїхали до Словаччини внаслідок подій сьогодення, домашні візити лікаря, медсестри та соціального працівника за місцем проживання у Братиславі. Батьки, які супроводжують своїх дітей, можуть скористатися консультаціями спеціалістів.

Контакти: Ярміла Ковачікова, kovacikova@plamienok.sk, 0907 377 808.

Посилання за темою:

• https://www.facebook.com/plamienok.no/

• https://www.plamienok.sk"
17.123805,48.154864,63,Психологічно- соціальна підтримка,Návrat Bratislava,Bratislava,"Pluhová 1, 831 03 Bratislava",17.123805,48.154864,www.navrat.sk,421252444361,navrat@navrat.sk,"Це громадська організація, яка підтримує родини в складних життєвих ситуаціях та дітей, які перебувають під опікою."
18.7399,49.220445,68,Психологічно- соціальна підтримка,Poradenské miesto Návrat-Trenčín* (Služby v poradenskom centre poskytujú odborní pracovníci z Centra Návrat v Žiline),Trenčín,"Republiky 31, 010 01 Žilina",18.7399,49.220445,www.navrat.sk,421907706523,navrat@navrat.sk,"Це громадська організація, яка підтримує родини в складних життєвих ситуаціях та дітей, які перебувають під опікою. "
21.249979,48.720558,51,Психологічно- соціальна підтримка,Všetci pre rodinu,Košice,"Hemerkova 28, Košice",21.249979,48.720558,vsetciprerodinu.sk,421910422551,info@vsetciprerodinu.sk,"Наша організація забезпечує тривалу підтримку, спрямовану на збереження житла. Ми надаємо медичну, соціальну, правову та психологічну консультацію, яку ми розширюємо, щоб забезпечити індивідуальну комплексну підтримку сім'ям у складних ситуаціях, прямо в їхньому будинку."
21.239752,48.724272,50,Психологічно- соціальна підтримка,ETP Slovensko,Košice,"Tajovského 1, Košice",21.239752,48.724272,etp.sk,421917179639,etp@ke.etp.sk,Громадська асоціація ETP Slovakia підтримує вразливі групи та окремих осіб у східній Словаччині.
17.595442,48.37815,64,Психологічно- соціальна підтримка,Návrat Trnava,Trnava,"Trhová 2, 917 01 Trnava",17.595442,48.37815,www.navrat.sk,421917649478,navrat@navrat.sk,"Це громадська організація, яка підтримує родини в складних життєвих ситуаціях та дітей, які перебувають під опікою. "
19.131671,48.56117,73,Психологічно- соціальна підтримка,Регіональні центри Платформи родин-Зволен,Zvolen,"Alexandra Nogradyho 15, Zvolen",19.131671,48.56117,platformarodin.sk,421948202489,adriana.zilova@platformarodin.sk,"Підтримка сімей дітей з обмеженими можливостями зі Словаччини та України
-індивідуальна некваліфікована консультація
-спільнота батьків
-активності у вільний час
-захист прав у регіонах"
21.227515,49.004283,53,Психологічно- соціальна підтримка,Фонд,Prešov,"Lomnická ul. č. 30, 080 05 Prešov",21.227515,49.004283,https://www.centrumdorka.sk/,421948440499,presov@centrumdorka.sk,"Соціальні послуги, спрямовані на допомогу в кризових ситуаціях та їх запобіганнях, допомогу родинам, які опинилися в складній життєвій ситуації, підліткам після закінчення замінної опіки та дітям, яким Dorka тимчасово замінює їх природне родинне середовище."
21.206114,48.737346,56,Психологічно- соціальна підтримка,Oáza – nádej pre nový život ,Košice,"Záhrada Bernátovce 779, Košice",21.206114,48.737346,https://new.oaza-nadej.org/,421948443481,oaza.bernatovce@gmail.com,"Організація Оаза - Надія на нове життя, незалежна організація, надає такі послуги: нічлігове проживання, притулок для одиноких людей з дітьми або для сімей з дітьми."
19.137883,48.563184,54,Психологічно- соціальна підтримка,Фонд,Zvolen,"Bystrický rad č. 71, 960 01 Zvolen",19.137883,48.563184,https://www.centrumdorka.sk/,421948553845,zvolen@centrumdorka.sk,"Соціальні послуги, спрямовані на допомогу в кризових ситуаціях та їх запобіганнях, допомогу родинам, які опинилися в складній життєвій ситуації, підліткам після закінчення замінної опіки та дітям, яким Dorka тимчасово замінює їх природне родинне середовище."
21.249979,48.720558,52,Психологічно- соціальна підтримка,Фонд,Košice,"Hemerkova 28, Košice",21.249979,48.720558,https://www.centrumdorka.sk/,421948601022,info@centrumdorka.sk,"Соціальні послуги, спрямовані на допомогу в кризових ситуаціях та їх запобіганнях, допомогу родинам, які опинилися в складній життєвій ситуації, підліткам після закінчення замінної опіки та дітям, яким Dorka тимчасово замінює їх природне родинне середовище."
19.305856,49.082742,55,Психологічно- соціальна підтримка,Фонд,Ružomberok,"Pod Skalami 16, 034 01 Ružomberok",19.305856,49.082742,https://www.centrumdorka.sk/,421948834129,ruzomberok@centrumdorka.sk,"Соціальні послуги, спрямовані на допомогу в кризових ситуаціях та їх запобіганнях, допомогу родинам, які опинилися в складній життєвій ситуації, підліткам після закінчення замінної опіки та дітям, яким Dorka тимчасово замінює їх природне родинне середовище."
19.081209,48.420745,2,Психологічно- соціальна підтримка,Центр соціальних послуг у Крупині,Krupina,"Kalinčiakova 781/2, Krupina",19.081209,48.420745,"css.krupina@gmail.com, www.csska.sk",421903969345,aninasur@gmail.com ,"Соціальне консультування (надання інформації про можливості фінансової, матеріальної або іншої підтримки клієнтів, супровід при вирішенні службових питань, забезпечення усного перекладу на українську мову в офіційних установах, тощо), спеціалізована консультація для постраждалих від насильства, психологічна кризова інтервенція, лікувально-педагогічна кризова інтервенція, надання амбулаторних соціальних служб, денний стаціонар для осіб з обмеженими фізичними можливостями."
17.163024,48.164785,6,Психологічно- соціальна підтримка,Уповноважений у справах людей з інвалідністю,Slovakia,"Račianska 153, Bratislava 831 54 ",17.163024,48.164785,www.komisar.sk; https://www.facebook.com/komisar.sk; media@komisar.sk,421907732923,media@komisar.sk,"Як установа, створена для захисту прав людей з обмеженими фізичними можливостями в Словацькій Республіці, ми пропонуємо допомогу в захисті прав усім особам з обмеженими можливостями (або довготривалими проблемами зі здоров’ям), які перебувають на території Словацької Республіки: вирішення питань, пов'язаних з захистом їх прав, правове керівництво, консультації, посередницькі контакти з державними органами, громадськими установами та некомерційним сектором, за потреби - допомога та підтримка в цьому контакті."
18.7399,49.220445,65,Психологічно- соціальна підтримка,Návrat Žilina,Žilina,"Republiky 31, 010 01 Žilina",18.7399,49.220445,www.navrat.sk,"+421 417 234 273, +421 907 706 523",navrat@navrat.sk,"Це громадська організація, яка підтримує родини в складних життєвих ситуаціях та дітей, які перебувають під опікою. "
19.144346,48.728833,66,Психологічно- соціальна підтримка,Návrat Banská Bystrica,Banská Bystrica,"29. augusta 25, 974 01 Banská Bystrica",19.144346,48.728833,www.navrat.sk,"+421 484 143 897, +421 907 518 180, +421 918 653 817",navrat@navrat.sk,"Це громадська організація, яка підтримує родини в складних життєвих ситуаціях та дітей, які перебувають під опікою."
21.245756,49.001419,67,Психологічно- соціальна підтримка,Centrum Návrat a Nízkoprahové denné centrum pre deti a rodinu,Prešov,"Svätoplukova 12, 080 01 Prešov",21.245756,49.001419,www.navrat.sk,"+421 517 711 679, +421 918 391 019",navrat@navrat.sk,"Це громадська організація, яка підтримує родини в складних життєвих ситуаціях та дітей, які перебувають під опікою."
17.11002,48.142237,72,Психологічно- соціальна підтримка,Регіональні центри Платформи родин- Братислава,Bratislava,"Hálova 993/16, 851 01 Bratislava",17.11002,48.142237,platformarodin.sk,+421 905 411 306,ingrid.vagacova@platformarodin.sk,"Підтримка сімей дітей з обмеженими можливостями зі Словаччини та України
-індивідуальна некваліфікована консультація
-спільнота батьків
-активності у вільний час
-захист прав у регіонах"
21.2611,48.7164,74,Психологічно- соціальна підтримка,Регіональні центри Платформи родин-Кошице,Košice,Košice,21.2611,48.7164,platformarodin.sk,+421 910 972 897,ivana.podlesna@platformarodin.sk,"Підтримка сімей дітей з обмеженими можливостями зі Словаччини та України
-індивідуальна некваліфікована консультація
-спільнота батьків
-активності у вільний час
-захист прав у регіонах"
19.134135,48.572107,15,Психологічно- соціальна підтримка,Регіональний центр аутизму SYMBIA,Zvolen,"Moyzesova 641, Zvolen",19.134135,48.572107,www.symbia.sk ,"+421 914 262 199, +421907321527","ddadsszv@gmail.com, ddadsszv.symbia@gmail.com","Діяльності Будиноку соціальних служб Symbia має на меті надати можливість дітям та дорослим з обмеженими можливостями жити якомога незалежним і повноцінним життям, а також забезпечити їм належний і необхідний рівень підтримки. Регіональний центр аутизму в Зволені за адресою ddadsszv@gmail.com надаватиме поради, первинні консультації та терапію в межах своїх можливостей, а також надаватиме соціальні послуги на місцях у регіоні Банської Бистриці. Центр денного перебування дітей та молоді з аутизмом - Moyzesova č. 50, Zvolen 960 02."
18.7408,48.2194,75,Психологічно- соціальна підтримка,Регіональні центри Платформи родин-Жиліна,Žilina,Žilina,18.7408,48.2194,platformarodin.sk,+421 918 350 858,eliska.kapitanova@platformarodin.sk,"Підтримка сімей дітей з обмеженими можливостями зі Словаччини та України
-індивідуальна некваліфікована консультація
-спільнота батьків
-активності у вільний час
-захист прав у регіонах"
17.821203,48.592784,103,Фінансова підтримка,ADRA DobroCentrum,Piešťany,"Teplická 4, Piešťany",17.821203,48.592784,https://www.adra.sk/ako-pomahame/slovensko/dobrocentra/,421903431441,office@adra.sk,"Громадська організація, яка надає матеріальну та соціальну підтримку соціально незахищеним групам населення."
19.603575,49.080261,101,Фінансова підтримка,ADRA DobroCentrum,Liptovský Hrádok,"Liptovská Porúbka 149, 033 01 Liptovská Porúbka",19.603575,49.080261,https://www.adra.sk/ako-pomahame/slovensko/dobrocentra/,421903731288,office@adra.sk," Громадська організація, яка надає матеріальну та соціальну підтримку соціально незахищеним групам населення.s."
18.041186,48.8964,104,Фінансова підтримка,ADRA DobroCentrum,Trenčín,"Ľudovíta Starka 1890/26, Trenčín",18.041186,48.8964,https://www.adra.sk/ako-pomahame/slovensko/dobrocentra/,421903759450,office@adra.sk,"Громадська організація, яка надає матеріальну та соціальну підтримку соціально незахищеним групам населення."
20.402192,49.201411,99,Фінансова підтримка,ADRA DobroCentrum,"Gerlachov, Bardejov District","Hlavná 110, Gerlachov",20.402192,49.201411,https://www.adra.sk/ako-pomahame/slovensko/dobrocentra/,421905544783,office@adra.sk," Громадська організація, яка надає матеріальну та соціальну підтримку соціально незахищеним групам населення. "
20.293161,49.062016,59,Фінансова підтримка,Добрий Ангел,Slovakia,"Karpatská 3256/15, Poprad",20.293161,49.062016,https://dobryanjel.sk/detom-z-ukrajiny/,421907152459,info@dobryanjel.sk,"Некомерційна організація, яка фінансово допомагає родинам, члени якої страждають від важкої хвороби або мають фізичні вади здоров'я. "
21.247238,48.721682,49,Фінансова підтримка,Фонд,Košice,"Lomená 7, Košice",21.247238,48.721682,https://www.nadaciadedo.sk/,421911754700,info@nadaciadedo.sk,"Некомерційна організація, яка допомагає родинам у фінансових потребах, працює в Кошицькому краї. "
20.391723,49.215128,100,Фінансова підтримка,ADRA DobroCentrum,Košice,Šarišská 3 (časť Vyšné Opátske),20.391723,49.215128,https://www.adra.sk/ako-pomahame/slovensko/dobrocentra/,421915656694,office@adra.sk,"Громадська організація, яка надає матеріальну та соціальну підтримку соціально незахищеним групам населення."
17.098466,48.14654,98,Фінансова підтримка,ADRA DobroCentrum,Bratislava,"Cablkova 3, Bratislava",17.098466,48.14654,https://www.adra.sk/ako-pomahame/slovensko/dobrocentra/,421915793934,office@adra.sk,"Громадська організація, яка надає матеріальну та соціальну підтримку соціально незахищеним групам населення."
19.148855,48.731216,97,Фінансова підтримка,ADRA DobroCentrum,Banská Bystrica,"Kollarova 18, Banská Bystrica",19.148855,48.731216,https://www.adra.sk/ako-pomahame/slovensko/dobrocentra/,421944128150,office@adra.sk," Громадська організація, яка надає матеріальну та соціальну підтримку соціально незахищеним групам населення."
21.227515,49.004283,53,Фінансова підтримка,Фонд,Prešov,"Lomnická ul. č. 30, 080 05 Prešov",21.227515,49.004283,https://www.centrumdorka.sk/,421948440499,presov@centrumdorka.sk,"Соціальні послуги, спрямовані на допомогу в кризових ситуаціях та їх запобіганнях, допомогу родинам, які опинилися в складній життєвій ситуації, підліткам після закінчення замінної опіки та дітям, яким Dorka тимчасово замінює їх природне родинне середовище."
21.206114,48.737346,56,Фінансова підтримка,Oáza – nádej pre nový život ,Košice,"Záhrada Bernátovce 779, Košice",21.206114,48.737346,https://new.oaza-nadej.org/,421948443481,oaza.bernatovce@gmail.com,"Організація Оаза - Надія на нове життя, незалежна організація, надає такі послуги: нічлігове проживання, притулок для одиноких людей з дітьми або для сімей з дітьми."
19.137883,48.563184,54,Фінансова підтримка,Фонд,Zvolen,"Bystrický rad č. 71, 960 01 Zvolen",19.137883,48.563184,https://www.centrumdorka.sk/,421948553845,zvolen@centrumdorka.sk,"Соціальні послуги, спрямовані на допомогу в кризових ситуаціях та їх запобіганнях, допомогу родинам, які опинилися в складній життєвій ситуації, підліткам після закінчення замінної опіки та дітям, яким Dorka тимчасово замінює їх природне родинне середовище."
21.249979,48.720558,52,Фінансова підтримка,Фонд,Košice,"Hemerkova 28, Košice",21.249979,48.720558,https://www.centrumdorka.sk/,421948601022,info@centrumdorka.sk,"Соціальні послуги, спрямовані на допомогу в кризових ситуаціях та їх запобіганнях, допомогу родинам, які опинилися в складній життєвій ситуації, підліткам після закінчення замінної опіки та дітям, яким Dorka тимчасово замінює їх природне родинне середовище. "
18.922129,49.06779,102,Фінансова підтримка,ADRA DobroCentrum,Martin,"V.P. Totha 2, Martin",18.922129,49.06779,https://www.adra.sk/ako-pomahame/slovensko/dobrocentra/,421948761766,office@adra.sk,"Громадська організація, яка надає матеріальну та соціальну підтримку соціально незахищеним групам населення."
19.305856,49.082742,55,Фінансова підтримка,Фонд,Ružomberok,"Pod Skalami 16, 034 01 Ružomberok",19.305856,49.082742,https://www.centrumdorka.sk/,421948834129,ruzomberok@centrumdorka.sk,"Соціальні послуги, спрямовані на допомогу в кризових ситуаціях та їх запобіганнях, допомогу родинам, які опинилися в складній життєвій ситуації, підліткам після закінчення замінної опіки та дітям, яким Dorka тимчасово замінює їх природне родинне середовище."
17.104453,48.150931,69,Фінансова підтримка,Equita,Slovakia,"Kozia 26, 811 03 Bratislava",17.104453,48.150931,https://www.equita.sk,,info@equita.sk,"Це громадська організація,  яка надає професійну медичну допомогу соціально незахищеним  особам, як в поліклініці, так і за допомогою мобільних бригад."
17.400869,48.21717,77,центри інтеграції,Тененет Центр для дітей та родин,Senec,"Oravská 4, Senec",17.400869,48.21717,tenenet.sk,421220201111,info@tenenet.sk,"Це громадська організація, яка надає індивідуальну психосоціальну підтримку для сімей, включаючи дітей переселенців з України з обмеженими можливостями. Центри Tenenet також надають можливості для дозвілля дітей та молоді з обмеженими можливостями."
19.146978,48.731331,80,центри інтеграції,Тененет Центр для дітей та родин,Banská Bystrica,"Námestie SNP 16, Banská Bystrica",19.146978,48.731331,tenenet.sk,421910054022,,"Це громадська організація, яка надає індивідуальну психосоціальну підтримку для сімей, включаючи дітей переселенців з України з обмеженими можливостями. Центри Tenenet також надають можливості для дозвілля дітей та молоді з обмеженими можливостями."
20.678477,49.30344,88,центри інтеграції,Тененет Центр для дітей та родин,Stará Ľubovňa,"Levočská 335/1, 064 01 Stará Ľubovňa",20.678477,49.30344,tenenet.sk,421910546002,,"Це громадська організація, яка надає індивідуальну психосоціальну підтримку для сімей, включаючи дітей переселенців з України з обмеженими можливостями. Центри Tenenet також надають можливості для дозвілля дітей та молоді з обмеженими можливостями."
21.911135,48.754001,78,центри інтеграції,Тененет Центр для дітей та родин,Michalovce,"CDR Jilemnického 13, 072 01 Michalovce",21.911135,48.754001,tenenet.sk,421910546009,info@tenenet.sk,"Це громадська організація, яка надає індивідуальну психосоціальну підтримку для сімей, включаючи дітей переселенців з України з обмеженими можливостями. Центри Tenenet також надають можливості для дозвілля дітей та молоді з обмеженими можливостями."
